sc	rl	cl	kl	rh	ch	kh
88	18.23	167.03	548.33	7	5	15
89	6.26	194.68	799.42	6	6	20
90	44.46	158.62	105.64	10	5	3
91	39.74	328.66	94.02	14	8	3
92	69.09	228.91	69.09	15	8	2
93	7.55	95.83	493.35	5	4	12
94	50.11	301.09	1283.35	12	8	27
95	28.7	140.52	1488.84	11	5	43
96	19.59	210.49	131.13	10	5	4
97	32.87	234.89	1132.77	13	5	27
98	56.08	315.64	56.08	14	7	2
99	47.92	227.16	449.26	12	6	14
100	28.88	214.56	886.12	13	7	24
101	39.12	166.5	602.42	8	6	14
102	48.9	97.68	239.6	11	4	5
103	61.17	170.23	130.61	13	5	4
104	19.24	19.24	197.54	12	2	5
105	30.66	211.88	30.66	13	4	2
106	68.51	71.75	1306.47	18	3	30
107	15.99	271.27	15.99	12	8	2
108	17.1	135.22	1473.54	6	4	34
109	74.24	201.82	84.24	14	7	4
110	26.45	199.57	26.45	11	7	2
111	46.42	366.0	209.94	10	8	7
112	56.31	221.51	222.81	10	6	6
113	71.79	277.27	774.33	16	7	21
114	4.13	168.09	274.25	4	5	9
115	38.95	296.15	38.95	10	8	2
116	44.97	160.17	2159.47	16	6	49
117	46.98	195.88	489.1	14	5	12
118	78.56	117.68	608.62	17	5	16
119	0.71	250.33	280.45	3	6	6
120	31.93	271.63	396.63	8	7	9
121	20.94	291.12	1546.66	11	8	32
122	43.07	219.53	195.29	7	7	6
123	78.09	143.21	2034.99	14	5	46
124	57.72	265.66	442.5	12	7	11
125	31.04	175.42	31.04	13	7	2
126	64.07	237.99	79.13	14	6	3
127	38.46	339.36	38.46	11	8	2
128	38.98	267.0	416.02	11	7	14
129	29.03	226.27	2020.15	11	5	42
130	54.27	238.93	54.27	8	8	2
131	59.19	356.49	59.19	13	10	2
132	35.38	200.8	108.34	9	5	4
133	35.56	334.58	35.56	12	8	2
134	38.56	254.52	72.12	14	6	4
135	58.82	196.32	81.6	12	7	3
136	20.38	134.1	194.76	9	4	5
137	34.89	224.09	38.59	8	6	3
138	37.77	243.89	47.17	13	6	3
139	34.05	115.35	259.25	9	4	8
140	34.23	130.43	103.67	7	3	4
141	42.35	205.63	175.33	11	6	6
142	24.68	341.7	102.3	13	7	4
143	54.38	287.72	54.38	9	7	2
144	67.5	223.02	67.5	16	6	2
145	44.33	161.15	142.09	13	5	4
146	66.14	304.4	892.88	16	6	18
147	31.72	59.48	846.68	9	3	18
148	65.4	135.76	65.4	13	7	2
149	53.73	210.59	73.49	10	6	3
150	72.0	180.72	72.0	17	6	2
151	58.35	226.83	690.79	14	5	15
152	50.55	151.19	87.73	15	6	3
153	67.78	206.6	1425.44	16	5	34
154	26.73	74.13	872.59	10	4	22
155	44.91	240.65	599.21	10	7	15
156	32.58	182.4	638.34	11	6	18
157	69.17	239.07	92.57	14	6	3
158	45.08	308.48	45.08	9	8	2
159	48.12	103.98	939.62	10	4	22
160	25.71	155.99	397.29	8	6	11
161	69.88	214.08	69.88	16	8	2
162	58.1	78.3	81.5	13	3	3
163	57.01	203.61	67.01	9	5	3
164	54.33	86.83	228.63	13	4	8
165	31.46	230.36	110.06	6	8	4
166	43.04	274.94	906.18	8	6	21
167	38.96	199.44	99.1	8	6	4
168	29.72	250.54	84.0	7	7	3
169	49.97	143.15	638.11	14	5	15
170	29.46	200.58	32.6	8	6	3
171	59.93	353.51	83.33	14	8	3
172	57.3	202.74	57.3	11	6	2
173	32.96	132.0	862.96	9	3	18
174	47.03	296.13	2259.13	13	8	52
175	48.18	279.0	968.02	10	8	20
176	35.28	156.52	89.56	13	5	3
177	59.62	84.34	426.66	12	4	14
178	25.1	59.3	80.82	10	3	4
179	30.47	39.61	84.75	10	4	3
180	43.04	367.02	43.04	12	9	2
181	54.87	173.41	74.63	17	5	3
182	48.35	292.81	435.15	15	7	15
183	55.92	242.04	135.6	11	7	6
184	22.4	138.38	132.28	11	5	5
185	39.24	226.98	302.48	10	6	8
186	45.84	159.02	45.84	7	5	2
187	58.27	230.45	104.51	14	6	4
188	38.89	190.77	48.89	8	5	3
189	68.47	260.97	68.47	15	8	2
190	22.56	83.9	1020.78	12	5	20
191	54.9	303.06	1424.52	7	7	33
192	37.93	347.71	226.29	10	7	6
193	19.94	153.88	64.16	11	5	3
194	31.45	297.25	761.91	8	6	20
195	44.41	168.23	44.41	12	5	2
196	16.54	160.74	163.1	6	7	5
197	52.32	62.8	1007.98	8	3	27
198	66.3	205.08	789.38	15	6	24
199	21.12	96.34	158.82	12	4	6
200	63.85	218.13	262.29	16	6	7
201	60.15	314.03	129.59	16	7	4
202	51.61	148.79	188.01	14	5	5
203	26.62	169.98	217.58	10	6	6
204	44.19	180.95	107.81	11	4	4
205	28.6	355.7	28.6	8	7	2
206	38.46	162.06	73.94	15	4	4
207	62.14	230.16	284.02	16	6	7
208	20.23	272.25	96.77	10	8	3
209	49.39	109.83	261.63	14	4	6
210	13.57	114.05	136.51	8	5	4
211	43.39	246.21	283.35	17	6	8
212	11.39	64.73	11.39	6	3	2
213	58.56	208.84	78.32	13	5	3
214	29.08	265.32	140.22	13	6	3
215	20.89	218.39	275.35	8	6	9
216	7.12	256.64	1489.04	7	7	35
217	60.35	218.21	83.75	16	6	3
218	41.62	64.04	815.2	12	3	19
219	39.11	297.85	518.03	11	8	16
220	5.5	100.42	355.72	5	3	10
221	38.34	124.38	138.38	9	4	4
222	16.28	222.42	285.04	7	7	11
223	32.2	177.72	281.78	12	5	9
224	42.95	174.03	130.21	14	4	4
225	54.08	211.84	576.74	13	5	17
226	56.24	182.9	61.48	14	5	3
227	54.58	193.3	327.14	12	6	6
228	61.6	229.7	61.6	11	7	2
229	24.33	110.03	24.33	10	6	2
230	28.0	229.04	842.52	11	7	20
231	58.79	340.75	58.79	14	8	2
232	25.12	353.46	25.12	9	8	2
233	40.81	224.91	575.67	10	6	13
234	53.02	269.16	507.74	16	6	13
235	45.98	224.44	115.42	12	5	4
236	11.21	127.35	12.53	8	4	3
237	39.43	157.25	308.19	10	5	11
238	30.49	265.23	30.49	6	7	2
239	15.95	218.33	125.93	8	6	3
240	55.51	227.85	1200.63	14	5	33
241	34.56	343.3	205.84	13	7	5
242	53.16	166.82	53.16	14	4	2
243	50.48	163.58	182.2	13	5	4
244	59.78	357.42	1468.02	12	9	38
245	55.29	299.97	108.17	11	8	4
246	33.01	33.01	321.71	11	2	9
247	34.08	98.76	508.24	10	4	14
248	55.2	229.2	1378.12	12	5	29
249	21.61	259.13	686.69	7	8	16
250	51.38	93.44	119.76	12	5	4
251	60.2	199.46	63.48	15	5	3
252	5.98	317.82	5.98	4	10	2
253	37.44	159.28	163.2	12	6	5
254	61.71	86.75	108.29	11	3	4
255	72.86	222.26	72.86	17	5	2
256	40.36	209.78	117.6	12	6	5
257	75.15	91.21	125.43	14	3	4
258	78.75	134.41	86.63	18	4	3
259	25.42	145.3	415.1	10	3	10
260	26.93	146.27	26.93	9	5	2
261	56.39	227.49	532.77	16	5	15
262	24.04	125.56	125.96	10	4	4
263	16.16	172.66	75.6	5	7	3
264	37.11	220.79	147.01	11	7	4
265	51.12	154.9	175.4	13	6	4
266	58.21	295.41	58.21	11	7	2
267	73.57	284.93	73.57	14	6	2
268	62.8	237.16	72.8	14	6	3
269	50.14	213.3	95.68	16	7	3
270	61.23	250.47	746.11	13	7	20
271	32.16	384.36	32.16	12	9	2
272	14.17	53.19	80.39	10	5	4
273	25.69	206.57	44.49	10	6	3
274	49.98	383.48	968.58	12	8	25
275	41.94	246.52	114.9	11	7	4
276	48.71	85.45	416.53	11	3	10
277	27.05	61.87	198.93	9	3	6
278	21.11	388.89	154.33	8	8	3
279	0.83	272.93	374.85	2	6	8
280	81.46	268.46	91.46	17	6	3
281	63.65	150.83	198.61	15	5	4
282	38.09	146.23	463.71	11	4	13
283	21.02	250.98	64.82	9	7	3
284	43.55	191.07	97.83	13	6	3
285	52.9	158.24	991.84	16	4	21
286	37.74	221.58	519.28	11	6	13
287	60.65	252.91	108.53	13	7	3
288	22.9	137.32	95.08	11	5	3
289	36.66	153.94	1020.8	9	4	25
290	77.45	224.11	164.29	17	5	4
291	48.51	100.07	135.35	14	4	4
292	29.82	144.38	125.1	11	5	4
293	58.73	228.43	58.73	18	8	2
294	37.02	345.08	769.8	14	7	18
295	65.28	138.98	190.18	17	4	7
296	56.49	219.43	397.49	17	6	12
297	68.3	147.74	83.6	12	4	3
298	21.75	301.49	98.29	8	7	3
299	2.21	258.31	116.85	5	8	3
300	53.09	224.19	125.37	11	5	3
301	39.98	250.1	127.98	11	6	6
302	58.03	150.11	80.81	13	5	3
303	55.82	214.22	189.72	15	6	5
304	29.26	193.38	73.56	11	6	3
305	27.72	27.72	503.34	13	2	11
306	15.58	118.78	86.52	8	4	3
307	65.3	288.58	65.3	16	8	2
308	56.28	333.9	56.28	12	8	2
309	55.03	281.71	132.61	15	6	3
310	27.29	234.87	27.29	15	7	2
311	49.63	266.21	49.63	12	8	2
312	18.19	209.93	181.51	9	6	6
313	45.81	115.87	218.83	9	5	5
314	63.62	264.86	63.62	16	8	2
315	32.86	221.5	32.86	12	5	2
316	38.18	266.44	105.7	11	7	4
317	60.09	126.23	60.09	13	4	2
318	35.53	260.47	35.53	8	7	2
319	56.22	289.8	88.22	13	7	3
320	58.83	269.87	1852.85	11	6	46
321	58.71	221.07	112.99	15	7	3
322	51.09	194.39	110.53	12	6	3
323	40.15	310.35	93.51	12	7	3
324	36.93	244.13	184.63	14	7	5
325	72.68	229.24	72.68	17	8	2
326	50.18	158.14	83.52	12	5	4
327	60.45	158.13	60.45	11	6	2
328	50.53	222.97	75.41	9	5	3
329	52.11	359.49	301.83	10	10	7
330	33.21	293.77	98.53	10	7	4
331	40.85	152.67	173.59	12	7	4
332	48.09	203.49	48.09	14	7	2
333	41.85	136.15	69.93	13	5	4
334	67.39	228.27	388.83	15	6	12
335	74.28	277.7	74.28	18	8	2
336	49.84	174.78	335.46	13	5	7
337	59.89	104.09	83.29	13	3	3
338	59.63	195.25	264.57	14	5	5
339	37.55	138.27	221.83	12	4	7
340	29.09	163.33	88.53	8	4	3
341	41.52	125.36	98.46	13	4	4
342	19.0	238.2	109.1	12	6	3
343	58.54	160.52	97.86	16	4	4
344	54.14	168.5	264.9	14	5	6
345	51.86	187.64	256.96	12	7	7
346	42.15	208.89	98.25	13	6	4
347	39.14	117.62	98.58	13	4	3
348	40.35	194.81	112.53	11	5	3
349	24.62	193.84	104.42	8	7	4
350	65.22	188.78	382.46	13	5	10
351	61.75	265.65	672.91	11	8	16
352	40.34	231.56	48.78	13	6	3
353	65.4	270.88	65.4	14	8	2
354	7.41	183.01	290.11	8	5	7
355	30.94	269.18	51.22	10	7	4
356	32.46	166.6	225.08	9	5	9
357	38.29	236.25	38.29	9	6	2
358	0.49	290.83	79.71	2	7	3
359	47.8	187.96	163.26	13	5	4
360	45.71	274.59	45.71	12	7	2
361	24.06	155.5	91.1	8	6	3
362	46.53	221.47	105.97	13	6	3
363	25.44	185.46	136.56	9	6	5
364	35.51	124.79	334.47	14	3	6
365	33.17	62.51	332.79	11	3	9
366	44.53	250.61	128.41	13	8	4
367	57.22	235.42	116.66	17	6	3
368	50.68	205.66	87.34	12	7	3
369	62.39	301.25	204.31	19	6	6
370	58.07	275.71	112.35	19	6	3
371	31.9	101.56	726.5	7	5	22
372	31.78	308.96	31.78	12	8	2
373	15.9	90.66	218.98	8	5	8
374	30.99	175.93	88.07	12	5	3
375	61.24	227.2	79.92	16	6	3
376	55.14	168.38	215.88	15	5	7
377	64.95	350.47	169.85	13	6	4
378	58.78	332.6	58.78	15	7	2
379	49.73	106.95	395.33	13	6	12
380	34.23	192.43	57.63	15	6	3
381	18.53	130.79	165.45	10	3	5
382	75.18	269.8	465.8	16	7	13
383	51.62	220.48	238.62	9	6	8
384	49.5	250.52	748.7	10	6	16
385	59.99	170.87	268.79	10	4	8
386	39.02	194.3	186.88	13	8	5
387	58.45	306.41	410.39	15	7	12
388	38.25	185.19	38.25	12	6	2
389	62.22	467.86	72.22	12	9	3
390	26.31	246.21	241.73	14	6	5
391	56.48	322.16	759.64	11	7	18
392	54.12	297.66	54.12	10	9	2
393	58.07	321.15	58.07	13	7	2
394	57.71	343.17	57.71	15	8	2
395	44.62	278.68	703.58	12	6	17
396	47.16	249.9	70.56	12	6	3
397	49.88	168.76	104.16	12	6	3
398	34.09	76.21	78.59	9	4	3
399	13.28	224.44	85.46	12	7	3
400	57.74	180.64	174.96	13	5	4
401	62.42	252.1	192.66	15	6	6
402	57.51	188.29	57.51	12	5	2
403	41.61	210.49	41.61	14	6	2
404	40.96	235.54	58.62	9	7	3
405	57.49	315.51	167.41	13	8	5
406	16.34	273.76	387.92	6	7	11
407	34.13	234.43	99.21	13	6	3
408	1.61	321.51	72.31	3	8	3
409	44.17	279.01	92.05	16	6	4
410	40.02	255.46	168.82	10	8	6
411	16.68	294.38	215.06	9	7	6
412	58.49	190.79	188.55	16	4	5
413	32.82	199.7	165.06	8	6	5
414	63.34	236.66	96.7	16	8	3
415	40.01	257.37	416.37	15	6	11
416	31.98	254.24	970.2	9	7	24
417	59.26	111.74	172.24	13	4	4
418	62.88	134.46	480.72	13	4	11
419	66.8	257.42	699.66	17	7	15
420	59.3	121.26	174.56	14	4	5
421	29.4	189.4	442.66	13	7	10
422	34.14	301.28	105.92	10	7	4
423	47.03	381.81	47.03	10	9	2
424	37.57	161.51	454.09	9	6	11
425	32.79	271.51	302.57	12	7	8
426	46.1	194.04	267.56	10	6	6
427	5.11	179.25	750.23	4	5	19
428	34.28	379.54	2174.22	14	8	48
429	1.18	189.86	97.7	3	5	3
430	75.35	247.21	98.75	17	7	3
431	48.29	233.31	102.57	11	6	3
432	40.79	248.55	137.31	10	6	3
433	63.39	193.91	271.21	14	6	8
434	61.68	206.12	584.02	12	6	15
435	63.1	83.22	173.28	15	4	6
436	28.69	147.67	117.85	12	5	3
437	63.29	255.15	63.29	15	7	2
438	55.44	258.72	55.44	14	6	2
439	49.56	128.16	1333.62	10	4	30
440	61.36	197.9	1112.74	13	5	24
441	42.02	277.76	172.26	8	6	6
442	69.72	220.54	587.68	17	6	15
443	43.64	178.48	43.64	16	5	2
444	35.33	203.81	35.33	11	7	2
445	40.53	215.39	40.53	11	5	2
446	42.07	271.65	101.51	11	6	3
447	32.69	44.97	278.09	13	3	7
448	19.35	108.25	142.45	6	5	4
449	60.07	272.81	114.35	15	8	3
450	39.06	201.46	160.66	13	5	4
451	46.1	223.78	109.98	8	6	5
452	43.28	113.92	276.76	12	4	8
453	38.09	244.85	409.67	12	5	11
454	35.15	191.63	89.43	8	5	3
455	35.33	122.57	368.77	15	4	10
456	40.43	158.97	307.71	11	6	9
457	47.34	168.06	189.74	11	7	7
458	47.89	217.47	289.41	10	6	7
459	29.52	126.46	245.78	9	5	8
460	79.18	242.66	224.92	15	6	5
461	64.84	186.72	70.62	15	5	3
462	43.01	466.73	43.01	9	10	2
463	43.76	214.06	102.54	14	6	4
464	31.84	364.02	163.4	8	8	5
465	74.9	224.98	74.9	20	7	2
466	22.95	260.47	77.23	10	8	3
467	60.78	225.56	70.18	15	6	3
468	43.57	301.21	143.39	9	7	4
469	37.79	272.97	345.93	9	7	10
470	53.66	259.5	53.66	13	6	2
471	51.91	133.71	672.43	14	5	18
472	50.9	175.94	89.4	8	7	3
473	46.37	113.11	46.37	13	5	2
474	37.73	201.75	383.07	9	6	9
475	53.98	206.74	496.3	14	5	13
476	59.99	172.59	397.65	12	6	12
477	59.35	217.55	68.75	12	7	3
478	3.41	123.09	285.93	6	4	7
479	42.49	240.07	425.03	11	6	12
480	27.38	91.68	27.38	8	6	2
481	39.58	274.86	104.34	7	9	5
482	44.57	235.83	484.11	9	7	14
483	50.31	162.73	127.89	9	5	3
484	54.02	208.12	80.7	11	6	4
485	50.51	242.95	50.51	12	6	2
486	57.41	130.91	71.11	14	4	3
487	26.54	175.16	795.3	8	7	19
488	38.83	288.01	103.59	7	8	5
489	45.01	174.03	693.53	13	5	16
490	43.36	273.0	253.74	12	7	6
491	59.15	208.13	142.59	12	5	5
492	33.4	195.0	131.46	14	4	4
493	63.88	357.02	103.48	15	9	4
494	38.86	269.74	182.98	11	7	5
495	33.21	265.51	610.05	14	8	17
496	64.96	188.74	864.28	14	7	20
497	9.73	51.99	109.57	7	4	3
498	72.77	141.83	255.99	14	5	8
499	12.66	129.04	64.66	8	6	4
500	28.6	247.26	31.88	12	7	3
501	47.68	235.34	112.84	14	7	4
502	65.25	110.71	110.79	19	4	3
503	13.82	162.9	58.7	8	6	3
504	41.46	157.38	98.88	8	5	5
505	50.61	305.31	50.61	14	8	2
506	52.6	269.62	557.28	14	8	16
507	50.08	91.92	122.1	10	4	4
508	29.58	116.76	128.38	7	4	6
509	36.78	199.96	83.56	11	5	3
510	57.79	189.63	81.19	15	7	3
511	32.82	251.3	32.82	13	8	2
512	25.56	237.96	94.46	13	7	4
513	36.73	248.63	36.73	11	7	2
514	18.13	186.71	191.77	14	6	5
515	35.45	174.53	54.13	14	7	3
516	22.29	358.27	22.29	9	8	2
517	22.93	285.91	394.51	7	7	11
518	69.28	168.84	128.72	14	4	3
519	45.02	185.18	122.6	12	6	3
520	36.94	384.38	36.94	13	8	2
521	53.65	244.67	53.65	16	7	2
522	7.45	250.75	132.01	6	7	4
523	56.97	216.49	445.21	10	8	9
524	10.58	210.56	203.5	7	6	6
525	2.2	194.08	171.6	4	6	4
526	43.54	288.76	66.94	9	8	3
527	55.62	239.22	55.62	17	7	2
528	55.45	224.83	215.15	10	6	7
529	23.7	170.78	93.74	10	5	4
530	52.07	333.67	52.07	12	8	2
531	20.72	183.98	850.48	7	5	22
532	49.51	232.15	58.91	7	7	3
533	59.38	120.36	267.8	14	5	7
534	58.06	184.1	220.74	13	5	5
535	36.12	322.32	36.12	11	8	2
536	38.38	174.24	57.62	9	5	3
537	2.97	169.65	433.81	4	6	13
538	38.76	274.46	93.04	9	8	3
539	54.61	246.23	175.43	14	6	6
540	71.68	138.68	377.38	15	5	9
541	51.25	320.31	402.91	12	8	12
542	24.53	166.43	118.91	7	5	6
543	60.08	204.1	158.32	14	5	6
544	64.24	174.56	64.24	17	6	2
545	56.86	203.64	185.7	14	6	5
546	1.68	154.24	185.44	2	5	5
547	13.86	191.84	68.74	10	5	3
548	41.64	212.22	115.04	12	6	5
549	7.38	170.82	235.42	5	5	10
550	62.56	318.38	85.96	15	8	4
551	58.8	362.96	136.38	11	9	3
552	60.02	156.1	197.18	14	6	6
553	29.71	248.67	29.71	8	6	2
554	34.48	246.82	112.06	9	8	3
555	57.74	103.58	134.14	13	4	4
556	48.92	276.14	710.22	13	8	22
557	61.39	149.53	206.47	12	5	6
558	67.57	192.59	541.39	19	7	15
559	47.16	372.18	47.16	12	9	2
560	45.2	174.48	69.18	9	7	3
561	21.66	182.22	536.92	12	7	12
562	21.12	296.6	1488.52	10	7	34
563	65.54	179.12	92.84	19	6	3
564	30.28	241.98	999.7	10	7	23
565	54.66	202.12	54.66	13	7	2
566	68.12	211.7	131.64	15	6	4
567	1.65	150.25	157.59	4	5	4
568	71.89	310.77	436.63	18	7	12
569	76.36	314.18	306.12	18	8	10
570	3.14	129.04	3.14	4	5	2
571	61.71	184.81	85.11	12	6	3
572	10.38	150.7	95.6	6	6	3
573	11.98	173.94	285.48	9	6	7
574	54.38	183.34	54.38	9	5	2
575	52.78	210.68	85.3	12	5	3
576	23.3	368.72	23.3	9	9	2
577	48.08	228.74	454.96	12	7	11
578	56.97	180.65	311.23	10	5	11
579	38.45	202.33	71.83	8	7	4
580	40.61	258.55	50.61	10	6	3
581	33.12	209.58	87.4	11	7	3
582	15.13	268.91	259.51	8	7	6
583	33.61	237.61	87.89	12	6	3
584	34.9	231.86	43.6	10	7	3
585	64.05	166.17	1166.87	16	5	26
586	73.8	378.72	387.18	15	8	10
587	67.14	320.66	91.12	16	8	3
588	18.99	148.19	73.05	12	5	4
589	61.82	308.6	61.82	16	6	2
590	48.83	186.97	661.29	11	7	14
591	23.35	140.63	77.63	7	5	3
592	51.21	261.99	61.19	10	5	3
593	70.84	301.7	70.84	14	7	2
594	16.09	133.05	60.31	9	4	3
595	50.35	120.13	315.03	15	5	8
596	9.19	244.37	9.19	9	7	2
597	49.86	333.38	49.86	9	8	2
598	47.41	255.57	47.41	9	8	2
599	27.3	325.92	158.44	8	8	6
600	61.76	93.22	87.64	14	5	3
601	53.76	187.48	63.16	11	5	3
602	43.73	207.63	100.01	11	6	4
603	29.34	165.2	336.14	11	4	10
604	39.15	218.59	196.29	9	6	6
605	64.13	126.39	92.19	14	5	4
606	31.15	170.03	247.07	10	6	6
607	39.18	257.12	73.66	11	8	3
608	47.94	231.66	47.94	11	7	2
609	10.83	302.39	82.21	9	6	3
610	31.86	262.96	120.44	11	8	3
611	57.5	239.82	81.26	14	5	3
612	61.08	203.68	204.74	15	6	5
613	61.43	271.89	61.43	13	9	2
614	65.31	182.39	641.49	11	5	18
615	63.06	349.06	63.06	16	8	2
616	52.18	248.22	603.16	14	5	16
617	62.13	247.15	82.61	14	6	3
618	53.14	184.0	104.88	14	5	4
619	59.5	161.96	96.68	14	6	3
620	27.23	90.53	166.35	10	5	5
621	12.3	115.84	601.52	9	3	13
622	27.97	325.61	144.41	13	8	6
623	38.48	212.02	38.48	9	6	2
624	56.8	156.16	133.28	8	6	5
625	61.69	201.87	244.15	15	6	5
626	58.69	333.15	176.17	15	7	6
627	64.2	221.14	520.5	14	5	14
628	49.72	463.6	104.0	14	8	3
629	29.57	348.15	29.57	13	8	2
630	40.34	74.02	59.58	8	4	3
631	31.29	275.83	31.29	8	7	2
632	21.06	210.98	143.06	11	5	3
633	43.32	102.66	139.84	12	5	3
634	11.18	326.38	116.56	12	8	3
635	48.05	254.21	48.05	8	9	2
636	35.52	270.32	145.1	7	6	4
637	37.53	235.09	108.85	9	7	4
638	53.87	196.99	71.81	9	5	3
639	61.03	229.65	243.73	13	5	7
640	49.49	232.21	478.93	10	6	12
641	40.39	247.99	207.67	13	7	5
642	58.21	173.85	112.49	11	4	3
643	38.53	66.03	52.23	9	3	3
644	46.58	149.22	196.52	10	5	5
645	43.87	267.87	272.53	14	6	7
646	6.09	197.09	93.33	4	5	4
647	40.58	304.38	270.68	8	7	8
648	19.82	226.38	113.78	10	7	3
649	56.86	86.0	333.72	11	3	10
650	44.98	311.08	130.32	11	8	4
651	57.42	134.04	132.12	14	4	5
652	48.69	371.75	48.69	10	8	2
653	26.75	276.63	103.29	11	8	3
654	33.34	265.96	112.18	12	8	4
655	54.22	186.58	108.5	11	5	3
656	20.16	189.74	251.06	8	5	8
657	9.16	291.64	635.72	7	6	16
658	43.58	295.38	217.86	11	8	6
659	70.04	402.96	70.04	18	8	2
660	58.65	179.89	177.65	10	5	4
661	59.75	310.99	377.05	12	6	8
662	61.98	201.88	190.82	13	5	5
663	23.67	254.03	23.67	11	7	2
664	55.24	136.52	149.86	11	5	4
665	35.44	198.22	441.82	14	6	10
666	33.2	155.04	33.2	9	5	2
667	49.54	497.92	227.82	13	10	5
668	36.7	176.12	139.6	8	6	4
669	20.2	233.18	113.94	8	8	3
670	9.61	289.33	104.25	8	7	3
671	29.67	344.59	217.77	13	8	5
672	62.09	316.65	72.07	13	6	3
673	37.45	53.25	161.81	10	3	6
674	54.38	205.82	126.56	15	5	3
675	35.46	277.3	146.94	12	8	5
676	76.34	304.32	288.74	17	6	8
677	13.59	116.21	158.19	9	4	5
678	20.87	222.97	20.87	11	7	2
679	14.21	308.05	185.03	6	8	6
680	42.24	122.16	152.14	8	4	6
681	49.49	168.95	113.45	11	5	4
682	35.68	287.96	35.68	11	9	2
683	42.5	214.7	316.4	13	8	7
684	51.92	258.5	104.26	10	7	4
685	54.11	225.15	587.69	8	5	16
686	67.9	292.9	91.88	14	6	3
687	45.59	260.89	45.59	12	6	2
688	35.73	352.73	35.73	9	9	2
689	17.38	223.82	116.62	8	7	3
690	71.09	198.33	89.77	15	6	3
691	50.04	217.5	97.92	13	6	3
692	51.38	276.34	51.38	12	7	2
693	56.68	266.22	56.68	12	6	2
